docs,corpus_size,vocabulary_size
1661,823769,63097
1662,823981,63100
1663,824274,63117
1664,824415,63121
1665,824646,63126
1666,824841,63139
1667,825648,63164
1668,827052,63226
1669,827411,63233
1670,827897,63241
1671,828012,63245
1672,828280,63251
1673,828527,63256
1674,828663,63262
1675,829111,63339
1676,829414,63364
1677,830221,63389
1678,830342,63389
1679,830643,63400
1680,831098,63412
1681,832646,63461
1682,832995,63491
1683,833127,63492
1684,833485,63546
1685,834010,63592
1686,838546,63698
1687,839806,63738
1688,840357,63763
1689,840824,63784
1690,841081,63796
1691,843246,64030
1692,843407,64036
1693,843592,64050
1694,844804,64089
1695,845193,64149
1696,845901,64161
1697,846259,64174
1698,846607,64197
1699,846750,64202
1700,847098,64319
1701,847437,64358
1702,848026,64380
1703,848216,64390
1704,848322,64395
1705,848577,64401
1706,848714,64402
1707,849151,64448
1708,849386,64457
1709,849692,64467
1710,850101,64569
1711,850226,64572
1712,850342,64572
1713,850627,64596
1714,850788,64600
1715,851054,64642
1716,851299,64648
1717,852602,64728
1718,853427,64757
1719,853732,64768
1720,854463,64809
1721,854877,64832
1722,855003,64834
1723,855258,64840
1724,855454,64848
1725,856767,64950
1726,857623,64959
1727,862393,65147
1728,862585,65157
1729,862980,65172
1730,863118,65174
1731,863251,65177
1732,864506,65220
1733,864827,65223
1734,864950,65225
1735,865668,65299
1736,865939,65306
1737,866281,65321
1738,868601,65471
1739,869402,65616
1740,870110,65664
1741,870826,65781
1742,871164,65893
1743,871438,65936
1744,872100,65973
1745,873167,66000
1746,874419,66055
1747,874578,66061
1748,874808,66074
1749,875085,66079
1750,875287,66085
1751,875440,66090
1752,875697,66096
1753,875828,66099
1754,876052,66113
1755,876195,66116
1756,877848,66190
1757,879029,66254
1758,879578,66270
1759,879951,66285
1760,880192,66306
1761,880302,66309
1762,880801,66335
1763,881031,66344
1764,881455,66363
1765,881655,66379
1766,881836,66384
1767,882006,66390
1768,882443,66410
1769,882586,66414
1770,882838,66423
1771,883422,66432
1772,883552,66432
1773,883772,66465
1774,883886,66467
1775,884286,66479
1776,884635,66486
1777,887495,66568
1778,887642,66573
1779,887786,66578
1780,888159,66609
1781,888446,66633
1782,888569,66635
1783,888712,66640
1784,889034,66665
1785,890995,66728
1786,891647,67109
1787,891787,67110
1788,892064,67126
1789,892396,67169
1790,892575,67181
1791,892860,67201
1792,893757,67232
1793,894200,67268
1794,895526,67306
1795,895730,67314
1796,895963,67324
1797,896355,67462
1798,896489,67464
1799,896654,67465
1800,897514,67486
1801,898013,67502
1802,898235,67515
1803,898777,67537
1804,899118,67553
1805,899608,67568
1806,900297,67627
1807,901187,67681
1808,901467,67685
1809,902196,67709
1810,902626,67717
1811,902792,67719
1812,902986,67725
1813,903823,67762
1814,904074,67773
1815,904277,67797
1816,904411,67803
1817,904551,67810
1818,904747,67819
1819,904920,67828
1820,905160,67832
1821,905388,67835
1822,905766,67846
1823,906781,67882
1824,907238,67894
1825,907499,67898
1826,907781,67906
1827,907946,67910
1828,908122,67918
1829,908818,67930
1830,909211,67937
1831,909354,67938
1832,910223,67989
1833,910381,67996
1834,910529,68001
1835,911012,68086
1836,911444,68108
1837,911624,68111
1838,912022,68144
1839,912476,68166
1840,912639,68172
1841,913008,68180
1842,913526,68190
1843,914344,68276
1844,914872,68321
1845,915234,68326
1846,915750,68343
1847,916053,68357
1848,916208,68361
1849,917300,68383
1850,917874,68406
1851,918365,68486
1852,918836,68503
1853,921080,68574
1854,921787,68607
1855,922006,68610
1856,922142,68614
1857,922463,68633
1858,922746,68660
1859,923228,68682
1860,923448,68756
1861,923699,68762
1862,924179,68765
1863,925458,68811
1864,926130,68836
1865,926497,68859
1866,926683,68874
1867,927000,68925
1868,927215,68933
1869,927408,68939
1870,927684,68943
1871,928198,68959
1872,928836,68986
1873,929073,68990
1874,929348,69000
1875,929620,69013
1876,929810,69016
1877,930024,69027
1878,930594,69045
1879,930783,69046
1880,931473,69062
1881,931669,69068
1882,932516,69103
1883,932638,69105
1884,932883,69108
1885,933797,69159
1886,934491,69168
1887,934866,69182
1888,934961,69185
1889,935282,69195
1890,935907,69217
1891,936356,69225
1892,937158,69262
1893,937299,69262
1894,937553,69276
1895,939405,69364
1896,939533,69367
1897,940483,69419
1898,941002,69454
1899,941217,69463
1900,941543,69474
1901,942227,69489
1902,942893,69500
1903,943061,69506
1904,943314,69517
1905,943438,69518
1906,943776,69537
1907,943914,69545
1908,944080,69560
1909,944244,69573
1910,944800,69611
1911,944941,69614
1912,945158,69621
1913,945312,69626
1914,946031,69694
1915,946200,69699
1916,946349,69702
1917,946644,69707
1918,946771,69710
1919,947613,69742
1920,947761,69743
1921,947874,69748
1922,948538,69767
1923,948720,69771
1924,949061,69778
1925,949514,69819
1926,950419,69846
1927,950537,69848
1928,951193,69868
1929,951689,69870
1930,951938,69875
1931,952184,69880
1932,952375,69888
1933,952518,69892
1934,952769,69909
1935,953021,69915
1936,953141,69916
1937,953266,69917
1938,954238,69943
1939,954397,69945
1940,954507,69946
1941,954725,69953
1942,955218,70209
1943,955346,70215
1944,955600,70220
1945,955864,70235
1946,956998,70273
1947,957706,70335
1948,960099,70411
1949,960430,70418
1950,961541,70445
1951,961675,70454
1952,962176,70475
1953,962341,70487
1954,962573,70494
1955,963330,70524
1956,963482,70527
1957,963743,70534
1958,964775,70574
1959,965277,70585
1960,965857,70632
1961,966274,70656
1962,968108,70910
1963,968545,70930
1964,969071,70960
1965,970509,71028
1966,970680,71033
1967,971608,71052
1968,971836,71059
1969,972228,71077
1970,972393,71083
1971,972540,71087
1972,972889,71101
1973,973058,71108
1974,973355,71211
1975,973704,71228
1976,973970,71252
1977,974224,71257
1978,974629,71272
1979,974824,71276
1980,975130,71280
1981,975488,71310
1982,975805,71315
1983,975987,71327
1984,976179,71329
1985,976458,71336
1986,976652,71338
1987,977444,71510
1988,978202,71520
1989,978940,71588
1990,979158,71595
1991,979936,71616
1992,980822,71651
1993,981214,71670
1994,981523,71677
1995,981704,71680
1996,981835,71685
1997,982384,71704
1998,982709,71723
1999,983150,71748
2000,983356,71758
2001,983495,71760
2002,983930,71803
2003,984193,71813
2004,984568,71830
2005,985711,71903
2006,985898,71907
2007,986052,71910
2008,986493,71923
2009,986699,71938
2010,986851,71945
2011,987277,71956
2012,987654,71973
2013,988119,71987
2014,988563,71996
2015,988796,72004
2016,989050,72005
2017,989178,72008
2018,989529,72023
2019,989658,72025
2020,989941,72028
2021,990353,72046
2022,990538,72049
2023,990832,72054
2024,991266,72086
2025,991923,72105
2026,992092,72108
2027,992439,72132
2028,992564,72138
2029,992950,72153
2030,993152,72161
2031,993288,72163
2032,993406,72168
2033,993774,72192
2034,995449,72250
2035,995669,72256
2036,995973,72272
2037,996139,72279
2038,997877,72395
2039,998242,72434
2040,999370,72475
2041,999488,72479
2042,999637,72483
2043,999896,72497
2044,1000244,72515
2045,1000438,72529
2046,1001081,72555
2047,1001304,72572
2048,1001662,72581
2049,1002332,72620
2050,1002542,72637
2051,1002982,72649
2052,1003344,72662
2053,1003738,72672
2054,1003923,72696
2055,1005961,72779
2056,1006090,72783
2057,1006280,72801
2058,1006617,72887
2059,1007281,72917
2060,1007619,72933
2061,1008216,72971
2062,1008376,72981
2063,1008605,72990
2064,1008771,73027
2065,1010268,73063
2066,1010729,73083
2067,1010849,73084
2068,1010961,73084
2069,1011122,73093
2070,1011421,73135
2071,1011628,73141
2072,1011968,73183
2073,1012086,73194
2074,1012284,73198
2075,1012810,73223
2076,1013006,73225
2077,1015475,73481
2078,1015679,73482
2079,1016125,73531
2080,1016406,73542
2081,1016782,73557
2082,1017174,73576
2083,1017353,73586
2084,1017593,73601
2085,1017762,73605
2086,1018835,73710
2087,1018991,73716
2088,1019107,73716
2089,1019613,73754
2090,1020069,73758
2091,1020250,73765
2092,1020501,73767
2093,1020640,73769
2094,1021184,73867
2095,1021445,73871
2096,1021847,73885
2097,1022277,73906
2098,1022750,73950
2099,1023073,73952
2100,1023672,73963
2101,1024737,73987
2102,1024904,73993
2103,1025361,74009
2104,1025959,74061
2105,1026101,74068
2106,1026233,74072
2107,1026460,74074
2108,1027284,74104
2109,1027499,74109
2110,1028079,74129
2111,1028845,74150
2112,1029083,74155
2113,1029262,74158
2114,1029610,74162
2115,1029827,74165
2116,1040231,74454
2117,1040587,74496
2118,1040889,74540
2119,1041091,74565
2120,1041738,74586
2121,1042244,74599
2122,1042419,74612
2123,1043000,74626
2124,1043143,74630
2125,1043323,74635
2126,1043522,74640
2127,1044600,74665
2128,1044861,74670
2129,1045474,74691
2130,1045571,74693
2131,1045680,74701
2132,1046159,74707
2133,1046431,74718
2134,1046546,74719
2135,1048168,74751
2136,1050801,74825
2137,1050950,74827
2138,1051185,74830
2139,1051803,74871
2140,1053314,74898
2141,1053685,74908
2142,1053805,74909
2143,1062802,75045
2144,1063543,75228
2145,1063863,75243
2146,1064022,75246
2147,1064163,75246
2148,1064426,75249
2149,1064658,75255
2150,1065029,75261
2151,1065682,75280
2152,1065989,75285
2153,1066583,75362
2154,1066820,75369
2155,1067934,75440
2156,1068284,75445
2157,1071642,75570
2158,1072640,75618
2159,1073105,75627
2160,1073639,75645
2161,1074133,75660
2162,1074312,75663
2163,1074535,75733
2164,1074719,75784
2165,1074919,75813
2166,1075733,75834
2167,1075953,75840
2168,1076412,75900
2169,1076531,75905
2170,1077304,75936
2171,1077994,75994
2172,1078135,76001
2173,1079225,76059
2174,1080290,76090
2175,1080453,76092
2176,1080593,76093
2177,1080919,76117
2178,1081974,76180
2179,1082184,76185
2180,1082547,76194
2181,1082784,76242
2182,1084084,76302
2183,1084251,76310
2184,1084399,76311
2185,1085820,76396
2186,1086269,76406
2187,1086479,76413
2188,1086682,76415
2189,1086999,76423
2190,1087298,76446
2191,1087716,76450
2192,1087952,76457
2193,1088237,76488
2194,1094580,76649
2195,1094741,76655
2196,1096114,76686
2197,1096756,76855
2198,1097033,76858
2199,1097155,76860
2200,1097368,76861
2201,1097872,76879
2202,1098385,76901
2203,1099209,76955
2204,1099680,76965
2205,1101212,76992
2206,1101993,77014
2207,1102358,77018
2208,1104025,77131
2209,1104154,77134
2210,1104623,77148
2211,1105812,77170
2212,1106203,77192
2213,1106599,77213
2214,1106899,77240
2215,1107305,77254
2216,1107858,77273
2217,1108202,77289
2218,1108616,77306
2219,1108889,77316
2220,1109081,77326
2221,1109478,77332
2222,1109703,77334
2223,1109902,77341
2224,1110083,77346
2225,1110407,77375
2226,1110765,77407
2227,1111061,77442
2228,1111244,77450
2229,1111686,77461
2230,1112508,77495
2231,1113427,77527
2232,1113638,77534
2233,1113808,77540
2234,1113932,77549
2235,1114158,77566
2236,1114308,77568
2237,1114551,77572
2238,1115141,77594
2239,1115349,77636
2240,1115614,77645
2241,1115798,77648
2242,1115914,77651
2243,1116203,77661
2244,1116426,77673
2245,1116576,77683
2246,1116719,77687
2247,1117362,77695
2248,1117478,77699
2249,1118653,77724
2250,1118962,77771
2251,1119213,77776
2252,1119441,77784
2253,1120019,77813
2254,1120271,77819
2255,1120459,77823
2256,1120740,77843
2257,1121294,77855
2258,1122127,77879
2259,1122537,77905
2260,1122677,77906
2261,1123556,77933
2262,1123675,77933
2263,1123794,77934
2264,1124162,77940
2265,1124969,78084
2266,1125113,78086
2267,1125401,78107
2268,1125546,78110
2269,1125756,78115
2270,1126002,78126
2271,1126253,78136
2272,1126895,78183
2273,1127659,78199
2274,1127976,78285
2275,1128220,78288
2276,1128440,78305
2277,1128596,78318
2278,1128981,78336
2279,1129231,78342
2280,1129443,78352
2281,1129909,78357
2282,1131185,78379
2283,1131317,78383
2284,1131476,78384
2285,1131624,78385
2286,1131861,78418
2287,1132167,78429
2288,1132389,78437
2289,1132878,78514
2290,1133036,78519
2291,1133336,78530
2292,1133636,78539
2293,1134125,78549
2294,1134379,78552
2295,1134566,78553
2296,1134817,78560
2297,1135175,78567
2298,1135363,78571
2299,1135734,78597
2300,1136193,78607
2301,1136478,78628
2302,1137270,78665
2303,1137667,78699
2304,1137904,78704
2305,1138455,78724
2306,1138585,78726
2307,1138964,78747
2308,1139109,78750
2309,1139403,78768
2310,1139534,78769
2311,1139653,78771
2312,1139999,78777
2313,1140321,78794
2314,1140483,78799
2315,1140682,78803
2316,1141200,78815
2317,1141334,78818
2318,1141571,78829
2319,1142909,78848
2320,1143166,78863
2321,1143632,78866
2322,1143772,78867
2323,1144031,78870
2324,1144335,78878
2325,1145910,78953
2326,1146521,78955
2327,1147876,79045
2328,1148284,79074
2329,1151338,79165
2330,1151783,79188
2331,1154425,79256
2332,1154773,79265
2333,1155371,79288
2334,1155994,79309
2335,1156278,79325
2336,1156460,79356
2337,1156588,79359
2338,1156784,79364
2339,1156939,79368
2340,1157169,79391
2341,1157476,79431
2342,1157703,79435
2343,1158006,79470
2344,1158892,79537
2345,1160111,79562
2346,1160379,79581
2347,1160634,79586
2348,1160852,79589
2349,1161106,79609
2350,1161290,79632
2351,1161449,79640
2352,1161624,79642
2353,1161788,79647
2354,1162776,79673
2355,1163772,79700
2356,1164093,79716
2357,1164382,79737
2358,1164772,79751
2359,1165068,79753
2360,1165205,79753
2361,1165643,79800
2362,1166100,79827
2363,1167639,79838
2364,1167893,79847
2365,1168255,79863
2366,1168625,79864
2367,1168908,79875
2368,1169723,79902
2369,1169982,79905
2370,1170137,79908
2371,1170330,79916
2372,1171303,79944
2373,1171503,79948
2374,1171601,79948
2375,1171963,79962
2376,1172082,79964
2377,1174279,80112
2378,1175343,80156
2379,1175880,80221
2380,1177243,80533
2381,1177960,80540
2382,1178106,80543
2383,1179306,80572
2384,1181275,80627
2385,1181645,80643
2386,1181806,80646
2387,1181960,80647
2388,1182096,80649
2389,1182226,80650
2390,1182493,80658
2391,1183061,80721
2392,1183318,80727
2393,1183792,80738
2394,1184447,80754
2395,1185258,80770
2396,1185891,80779
2397,1186288,80788
2398,1186629,80798
2399,1186857,80803
2400,1188512,80851
2401,1188855,80860
2402,1189312,80876
2403,1189596,80896
2404,1191161,80952
2405,1191427,80961
2406,1191730,80967
2407,1193075,81030
2408,1193220,81033
2409,1193522,81036
2410,1195320,81050
2411,1195423,81056
2412,1195775,81080
2413,1195933,81083
2414,1196503,81096
2415,1196950,81107
2416,1197190,81120
2417,1197385,81124
2418,1197650,81132
2419,1198215,81139
2420,1198428,81183
2421,1199674,81224
2422,1199867,81226
2423,1200640,81241
2424,1200858,81256
2425,1201097,81268
2426,1201300,81272
2427,1201590,81297
2428,1201720,81300
2429,1202008,81309
2430,1202163,81314
2431,1202385,81319
2432,1202551,81320
2433,1202797,81332
2434,1203017,81342
2435,1203994,81390
2436,1205223,81744
2437,1205464,81747
2438,1205719,81763
2439,1206143,81775
2440,1206440,81779
2441,1206886,81779
2442,1207507,81797
2443,1208132,81843
2444,1208256,81845
2445,1209141,81872
2446,1209419,81880
2447,1209634,81886
2448,1209889,81888
2449,1210061,81896
2450,1210395,81905
2451,1210748,81921
2452,1210926,81921
2453,1211227,81929
2454,1215021,82048
2455,1215447,82068
2456,1215781,82089
2457,1216426,82100
2458,1216559,82102
2459,1217090,82129
2460,1217295,82130
2461,1218030,82149
2462,1219949,82195
2463,1220239,82199
2464,1220671,82206
2465,1221246,82221
2466,1221430,82226
2467,1221629,82230
2468,1222004,82252
2469,1222336,82259
2470,1222706,82267
2471,1223002,82327
2472,1223362,82333
2473,1223662,82345
2474,1224256,82364
2475,1225871,82426
2476,1226063,82431
2477,1226242,82436
2478,1226710,82447
2479,1227008,82460
2480,1227211,82466
2481,1227339,82467
2482,1227570,82473
2483,1227781,82490
2484,1227912,82502
2485,1228106,82513
2486,1228378,82539
2487,1228785,82550
2488,1228930,82552
2489,1229239,82558
2490,1229437,82562
2491,1230058,82566
2492,1230325,82573
2493,1230614,82588
2494,1230871,82592
2495,1231215,82648
2496,1231635,82665
2497,1231817,82674
2498,1231973,82677
2499,1232485,82716
2500,1232614,82716
2501,1232760,82717
2502,1233013,82723
2503,1233191,82725
2504,1233618,82748
2505,1233729,82749
2506,1233919,82750
2507,1234055,82753
2508,1234414,82756
2509,1234736,82786
2510,1234977,82788
2511,1235356,82796
2512,1235519,82805
2513,1235859,82820
2514,1236507,82827
2515,1237055,82856
2516,1237504,82865
2517,1241027,82935
2518,1242337,82958
2519,1242578,82962
2520,1243150,82979
2521,1243295,82981
2522,1243609,82989
2523,1243892,82995
2524,1244199,82997
2525,1244425,83013
2526,1247999,83146
2527,1254192,83411
2528,1254500,83424
2529,1255939,83458
2530,1256304,83465
2531,1256828,83484
2532,1257148,83491
2533,1257292,83493
2534,1257666,83529
2535,1257905,83536
2536,1258867,83570
2537,1259088,83572
2538,1259281,83582
2539,1259584,83591
2540,1259866,83601
2541,1262333,83681
2542,1262912,83715
2543,1263441,83767
2544,1263644,83788
2545,1263825,83794
2546,1264278,83830
2547,1264429,83832
2548,1265756,83932
2549,1266227,83943
2550,1266402,83945
2551,1266899,83981
2552,1267545,84010
2553,1267782,84014
2554,1268095,84023
2555,1268361,84027
2556,1270223,84064
2557,1271288,84099
2558,1271407,84101
2559,1272417,84122
2560,1272661,84138
2561,1272868,84140
2562,1273131,84143
2563,1273608,84152
2564,1275491,84212
2565,1275641,84215
2566,1275879,84219
2567,1276149,84254
2568,1276693,84283
2569,1280528,84438
2570,1281305,84569
2571,1281897,84591
2572,1282584,84735
2573,1282914,84773
2574,1283690,84883
2575,1284036,84913
2576,1284329,84927
2577,1284720,84941
2578,1284872,84946
2579,1285001,84947
2580,1285292,84964
2581,1285546,85089
2582,1285889,85094
2583,1287668,85140
2584,1288031,85152
2585,1288589,85174
2586,1290531,85239
2587,1291260,85256
2588,1292615,85378
2589,1292881,85393
2590,1293018,85395
2591,1293399,85415
2592,1293911,85450
2593,1294055,85452
2594,1294261,85455
2595,1294525,85508
2596,1294668,85512
2597,1294803,85514
2598,1295064,85539
2599,1295438,85548
2600,1295639,85583
2601,1295896,85604
2602,1296140,85608
2603,1296283,85613
2604,1296624,85625
2605,1297623,85657
2606,1297742,85658
2607,1297958,85663
2608,1298252,85690
2609,1298758,85724
2610,1298969,85747
2611,1299198,85755
2612,1299474,85763
2613,1300502,85814
2614,1301043,85830
2615,1302027,85854
2616,1302147,85855
2617,1302302,85856
2618,1302854,85869
2619,1303533,85920
2620,1303661,85920
2621,1303872,85924
2622,1304018,85926
2623,1304182,85930
2624,1304380,85938
2625,1304573,85944
2626,1304791,85952
2627,1305064,85954
2628,1305329,85958
2629,1305672,85965
2630,1309155,86103
2631,1310059,86137
2632,1310597,86149
2633,1311085,86151
2634,1311337,86161
2635,1311875,86172
2636,1312329,86188
2637,1312832,86197
2638,1315403,86319
2639,1315672,86333
2640,1316074,86346
2641,1316458,86357
2642,1316705,86463
2643,1317785,86532
2644,1318067,86636
2645,1318206,86639
2646,1318654,86649
2647,1318774,86649
2648,1318989,86652
2649,1319264,86665
2650,1319409,86669
2651,1319831,86698
2652,1319940,86701
2653,1320257,86704
2654,1320710,86735
2655,1320816,86737
2656,1320963,86739
2657,1321184,86763
2658,1322699,86810
2659,1323019,86820
2660,1323467,86822
2661,1323675,86829
2662,1325211,86856
2663,1325501,86916
2664,1325742,86927
2665,1325926,86930
2666,1326098,86944
2667,1326432,86964
2668,1326703,86984
2669,1326934,87019
2670,1327133,87021
2671,1328159,87037
2672,1328642,87052
2673,1330130,87093
2674,1330420,87119
2675,1330696,87127
2676,1331361,87153
2677,1331691,87159
2678,1332046,87164
2679,1332195,87168
2680,1332462,87179
2681,1333014,87183
2682,1333244,87186
2683,1333827,87200
2684,1334028,87205
2685,1334158,87208
2686,1334389,87227
2687,1334607,87233
2688,1335120,87287
2689,1335400,87290
2690,1335594,87292
2691,1335852,87302
2692,1336306,87309
2693,1338236,87355
2694,1338466,87372
2695,1338582,87373
2696,1338718,87375
2697,1338929,87381
2698,1339348,87404
2699,1339711,87420
2700,1340219,87440
2701,1340732,87472
2702,1341225,87496
2703,1343973,87547
2704,1344322,87560
2705,1344679,87571
2706,1346034,87612
2707,1346173,87616
2708,1346494,87661
2709,1346625,87665
2710,1347495,87735
2711,1347696,87754
2712,1348249,87788
2713,1348624,87850
2714,1349075,87863
2715,1349323,87870
2716,1349701,87888
2717,1349896,87958
2718,1350149,87972
2719,1350406,87992
2720,1350837,88007
2721,1350975,88009
2722,1351281,88020
2723,1351636,88025
2724,1352102,88040
2725,1352268,88042
2726,1352443,88055
2727,1352675,88068
2728,1353937,88125
2729,1354064,88125
2730,1354209,88126
2731,1354753,88149
2732,1354927,88152
2733,1355900,88204
2734,1356130,88208
2735,1356718,88221
2736,1357734,88269
2737,1359999,88390
2738,1360161,88400
2739,1361236,88957
2740,1364830,89099
2741,1371153,89382
2742,1371706,89402
2743,1375516,89465
2744,1375821,89485
2745,1382989,91236
2746,1383291,91272
2747,1383571,91280
2748,1383749,91282
2749,1384007,91287
2750,1384519,91315
2751,1384765,91322
2752,1385097,91337
2753,1385386,91367
2754,1385566,91368
2755,1385758,91368
2756,1385991,91445
2757,1386148,91445
2758,1388069,91495
2759,1388597,91566
2760,1389491,91723
2761,1389694,91726
2762,1392156,91837
2763,1392444,91850
2764,1392967,91885
2765,1393137,91905
2766,1393312,91911
2767,1394171,92122
2768,1395279,92192
2769,1396031,92247
2770,1396228,92278
2771,1397220,92290
2772,1397388,92312
2773,1397989,92332
2774,1402273,92975
2775,1404572,93344
2776,1406406,93507
2777,1407233,93713
2778,1408274,93780
2779,1409180,93806
2780,1410486,93914
2781,1411079,94015
2782,1411905,94042
2783,1412572,94075
2784,1412718,94078
2785,1413257,94165
2786,1413495,94181
2787,1414187,94230
2788,1414761,94259
2789,1414905,94269
2790,1418040,94502
2791,1418332,94525
2792,1419178,94636
2793,1420057,94781
2794,1420420,94791
2795,1421477,94914
2796,1422039,94934
2797,1435067,95299
2798,1438313,95413
2799,1442383,95519
2800,1442537,95538
2801,1443118,95580
2802,1443292,95586
2803,1443905,95682
2804,1444122,95693
2805,1445007,95727
2806,1446178,95930
2807,1446467,95934
2808,1446928,95949
2809,1447320,95957
2810,1447527,95972
2811,1448739,96015
2812,1449034,96024
2813,1453933,96215
2814,1454373,96246
2815,1454771,96301
2816,1455274,96545
2817,1455513,96572
2818,1455681,96582
2819,1456775,96702
2820,1456947,96704
2821,1461214,97070
2822,1461786,97134
2823,1462133,97150
2824,1462462,97177
2825,1463160,97229
2826,1463609,97328
2827,1464022,97341
2828,1466939,97421
2829,1467166,97436
2830,1467955,97521
2831,1468154,97525
2832,1468473,97528
2833,1468914,97553
2834,1469156,97555
2835,1469385,97627
2836,1469762,97634
2837,1470181,97642
2838,1470948,97644
2839,1471808,97813
2840,1472728,97865
2841,1474525,97983
2842,1474915,97986
2843,1475210,97999
2844,1475950,98062
2845,1479396,98178
2846,1480857,98198
2847,1482765,98262
2848,1484718,99095
2849,1484889,99095
2850,1485303,99129
2851,1489315,99254
2852,1489485,99258
2853,1490533,99377
2854,1492141,99541
2855,1492319,99551
2856,1492428,99551
2857,1493189,99589
2858,1494102,99608
2859,1494896,99808
2860,1495657,99840
2861,1495823,99840
2862,1497268,99878
2863,1498170,99898
2864,1500237,99954
2865,1500347,99955
2866,1500524,99961
2867,1501137,99973
2868,1501528,99977
2869,1501807,99985
2870,1504037,100051
2871,1504200,100054
2872,1504402,100057
2873,1504777,100083
2874,1504927,100085
2875,1505602,100291
2876,1505858,100296
2877,1506033,100297
2878,1506250,100304
2879,1506470,100312
2880,1506665,100314
2881,1506978,100321
2882,1507369,100331
2883,1507750,100353
2884,1507875,100354
2885,1508981,100364
2886,1509092,100365
2887,1509301,100369
2888,1510237,100387
2889,1510355,100388
2890,1510503,100391
2891,1511411,100421
2892,1511948,100431
2893,1512431,100438
2894,1512737,100444
2895,1512967,100447
2896,1513496,100489
2897,1513766,100524
2898,1513925,100526
2899,1514873,100553
2900,1515112,100561
2901,1515302,100566
2902,1515875,100603
2903,1516214,100620
2904,1516863,100629
2905,1517188,100646
2906,1517345,100648
2907,1517496,100653
2908,1517664,100658
2909,1517820,100659
2910,1518274,100688
2911,1518984,100706
2912,1519894,100726
2913,1520088,100727
2914,1520439,100758
2915,1520760,100762
2916,1520915,100765
2917,1521745,100785
2918,1522007,100790
2919,1522249,100813
2920,1522463,100820
2921,1522638,100824
2922,1523167,100884
2923,1523507,100917
2924,1523907,100927
2925,1524324,100947
2926,1524534,100950
2927,1524845,100961
2928,1525086,100987
2929,1525540,100994
2930,1526412,101014
2931,1527107,101024
2932,1527452,101037
2933,1529065,101060
2934,1529604,101065
2935,1529837,101068
2936,1533855,101255
2937,1534060,101258
2938,1534247,101261
2939,1534512,101265
2940,1534632,101267
2941,1534851,101280
2942,1534971,101281
2943,1535338,101289
2944,1535810,101298
2945,1536303,101355
2946,1536525,101359
2947,1536901,101367
2948,1537147,101420
2949,1537315,101426
2950,1537552,101430
2951,1538696,101474
2952,1539169,101487
2953,1539685,101499
2954,1540185,101529
2955,1540536,101540
2956,1540781,101546
2957,1540979,101549
2958,1542002,101675
2959,1544442,101777
2960,1544713,101782
2961,1545221,101786
2962,1546131,101833
2963,1546279,101838
2964,1546696,101868
2965,1546942,101872
2966,1547161,101880
2967,1547326,101886
2968,1549213,101932
2969,1549653,101934
2970,1549990,101945
2971,1550207,102020
2972,1551026,102041
2973,1551581,102066
2974,1551877,102080
2975,1552543,102101
2976,1553392,102214
2977,1554180,102229
2978,1554654,102246
2979,1555441,102278
2980,1555593,102281
2981,1555864,102287
2982,1556038,102289
2983,1556347,102297
2984,1556866,102308
2985,1557540,102316
2986,1558052,102331
2987,1560480,102389
2988,1561118,102405
2989,1561402,102522
2990,1561583,102528
2991,1561870,102545
2992,1562149,102559
2993,1562441,102560
2994,1562956,102567
2995,1563195,102570
2996,1563400,102580
2997,1564018,102599
2998,1564831,102618
2999,1565230,102689
3000,1565499,102710
3001,1565646,102711
3002,1565889,102725
3003,1566211,102732
3004,1566521,102740
3005,1566685,102741
3006,1567253,102764
3007,1567432,102767
3008,1567652,102773
3009,1568566,102896
3010,1568822,102920
3011,1569084,102956
3012,1569313,102959
3013,1569426,102959
3014,1570814,103010
3015,1571005,103013
3016,1571456,103021
3017,1571982,103034
3018,1572239,103042
3019,1572385,103049
3020,1572811,103118
3021,1572945,103130
3022,1573172,103180
3023,1573372,103181
3024,1574130,103224
3025,1574717,103240
3026,1574901,103268
3027,1575694,103291
3028,1576053,103297
3029,1576463,103337
3030,1576596,103338
3031,1576757,103382
3032,1577018,103389
3033,1577577,103438
3034,1577919,103452
3035,1578099,103466
3036,1578283,103490
3037,1578471,103500
3038,1578592,103502
3039,1578845,103519
3040,1579028,103533
3041,1579517,103565
3042,1579642,103565
3043,1580251,103588
3044,1580412,103593
3045,1580615,103595
3046,1581244,103617
3047,1581714,103629
3048,1582034,103641
3049,1582222,103643
3050,1582402,103669
3051,1582541,103672
3052,1582738,103678
3053,1582856,103680
3054,1583087,103691
3055,1583749,103704
3056,1584346,103712
3057,1584699,103721
3058,1584844,103723
3059,1584952,103726
3060,1585216,103750
3061,1585559,103763
3062,1586993,103831
3063,1587217,103869
3064,1587494,103877
3065,1587641,103881
3066,1587877,103882
3067,1588161,103888
3068,1588309,103897
3069,1588609,103907
3070,1588928,103917
3071,1589185,103929
3072,1589712,103947
3073,1589853,103947
3074,1589985,103950
3075,1590449,103964
3076,1590586,103979
3077,1590846,103986
3078,1591650,103998
3079,1591927,103999
3080,1592325,104067
3081,1593460,104100
3082,1594495,104108
3083,1594729,104115
3084,1594982,104128
3085,1595107,104128
3086,1597385,104187
3087,1597529,104187
3088,1597827,104214
3089,1598000,104217
3090,1598220,104223
3091,1598465,104229
3092,1600482,104362
3093,1600852,104372
3094,1601485,104399
3095,1601922,104429
3096,1602046,104435
